Symbol,Five_Minute_Change,Average_Volume,Total_Volume,Days_Open,Days_Change,20MA_Open,50MA_Open,200MA_Open,20MA_Change,50MA_Change,200MA_Change,Next_Days_Change
AAPL,9.96E-05,30620.09211,2327127,113.535,0.014145418,114.0381,114.19684,110.897135,0.007574223,0.002377824,0.017658842,-0.001486664
AAPL,-3.58E-05,29426.91045,1971603,114.35,-0.001486664,114.4806,114.7518,113.671945,-0.000972654,-0.004908855,0.004928437,-0.005596212
AAPL,-2.45E-05,32311.68657,2164883,116.15,-0.005596212,114.9791,114.41658,114.304805,0.008232801,0.016411607,0.00588991,0.001028718
AAPL,2.36E-05,39056.81818,2577750,116.65,0.001028718,117.00975,116.5927,115.340905,-0.00391164,-0.001442457,0.006496871,-0.017398099
AAPL,-0.00023896,41871.47826,2889132,115.185,-0.017398099,114.0234,114.27838,115.943915,-0.005124825,-0.004877213,-0.006934775,0.01373913
AAPL,0.000178398,41302.07576,2725937,115,0.01373913,114.37165,113.89194,114.718935,0.014308179,0.016480534,-0.002129727,-0.024789515
AAPL,-0.000229075,86927.35616,6345697,115.21,-0.024789515,115.44585,115.76432,114.79854,-0.019021905,-0.011654368,0.001282508,0.006999125
AAPL,5.03E-05,31008.80303,2046581,114.3,0.006999125,114.64995,114.06854,114.910075,0.00522111,0.008884834,-0.002097336,-0.000703003
AAPL,-5.42E-05,37133.55072,2562215,115.22,-0.000703003,115.71405,115.70096,114.834835,-0.006427914,-0.005790445,0.002591156,0.012925757
AAPL,0.000116253,38605.93056,2779627,115.97,0.012925757,115.73445,115.33974,115.2946,0.008515615,0.009506351,0.003698786,0.031510589
AAPL,0.000352117,125682.3429,8797764,120.88,0.031510589,120.5368,120.0712,116.772365,0.031582886,0.033908714,0.025207034,-0.024281847
AAPL,-0.000365769,70912.27027,5247508,123.755,-0.024281847,123.78485,125.02596,122.131985,-0.019558936,-0.027559556,0.010703994,-0.007237923
AAPL,-8.65E-05,55149.28358,3695002,121.72,-0.007237923,121.7676,121.41054,123.232695,-0.004092632,-0.004993306,-0.010754289,0.009829757
AAPL,0.00013555,39622.31818,2615073,119.535,0.009829757,119.4548,119.6739,120.937285,0.010602337,0.005383129,-0.003759924,-0.018813433
AAPL,-0.000219395,74719.875,5379831,121.19,-0.018813433,121.1831,121.14374,120.403215,-0.01373954,-0.011096735,-0.00224803,-0.024592084
AAPL,-0.000386562,49148.54412,3342101,119.51,-0.024592084,119.70445,119.64614,120.23002,-0.025443499,-0.015837034,-0.006441694,0.004277892
AAPL,0.000121897,50477.48529,3432469,116.88,0.004277892,116.7277,116.74972,118.73754,0.008702305,0.010650989,-0.006006609,-0.011324425
AAPL,-0.000107497,36121.60294,2456269,118.24,-0.011324425,117.65635,117.58086,117.654,-0.00138794,-0.002193724,-0.001943368,-0.00369988
AAPL,-8.49E-05,55445.85075,3714872,116.22,-0.00369988,117.1754,117.1865,117.466895,-0.011582209,-0.013045018,-0.005668406,7.82466E-05
AAPL,-1.40E-06,40290.51515,2659174,115.021,7.82E-05,115.67695,115.7597,116.62847,-0.008365539,-0.008388066,-0.007689675,-0.004627427
AAPL,-6.73E-05,39027.57353,2653875,115.615,-0.004627427,115.0118,114.62012,115.33156,-0.004693431,-0.004304654,-0.004853398,0.002676798
AAPL,5.10E-05,35907.68116,2477630,115.81,0.002676798,115.5893,114.87114,114.72664,0.007429753,0.01465886,0.004608346,-0.005526878
AAPL,-0.000126743,54043.34247,3945164,112.36,-0.005526878,113.66785,115.13656,115.225435,-0.012817169,-0.022642678,-0.005829138,-0.0347119
AAPL,-0.000547805,48447.06329,3827318,114.37,-0.0347119,113.37735,112.5609,114.09892,0.005311908,0.023838118,-0.004416037,0.001450459
AAPL,6.49E-05,54300.48571,3801034,108.931,0.001450459,110.04345,110.73996,113.07616,-0.014824599,-0.019308116,-0.011140102,-0.004396812
AAPL,-8.01E-05,49933.14103,3894785,109.17,-0.004396812,109.3182,108.89796,111.208765,-0.012376256,-0.0085278,-0.021098337,0.004377166
AAPL,3.61E-05,51316.67089,4054017,109.66,0.004377166,109.03165,108.31416,108.73997,0.013327323,0.020293376,0.006083136,0.008115103
AAPL,1.85E-05,50143.74359,3911212,113.985,0.008115103,114.2977,112.47452,110.06938,0.005616036,0.022605298,0.022845727,0.007964752
AAPL,3.26E-05,66659.4359,5199436,118.02,0.007964752,117.96835,116.32758,113.7585,0.008227631,0.018132587,0.024181402,0.002874778
AAPL,2.95E-05,105484.5063,8333276,118.27,0.002874778,117.45925,118.11532,117.150685,0.009544587,0.005641267,0.009257479,-0.033543673
AAPL,-0.00040629,126554.7215,9997823,120.44,-0.033543673,120.14765,119.3777,118.458955,-0.016204645,0.00021411,0.005011778,0.003807875
AAPL,3.73E-05,57347.47436,4473103,115.55,0.003807875,115.2516,116.09392,118.73888,0.011659708,0.0054387,-0.008465172,0.020477816
AAPL,0.000248461,63873.64557,5046018,117.2,0.020477816,117.3991,116.93548,117.359145,0.015242025,0.019247537,-0.000263848,-0.003176992
AAPL,-1.12E-05,39926.29487,3114251,119.61,-0.003176992,119.53345,119.35656,117.79091,-0.004144865,-0.001092022,0.009723586,0.000628036
AAPL,-3.69E-06,51406.70667,3855503,119.42,0.000628036,119.5037,119.21278,119.12197,-0.006150019,-0.005165218,0.000561106,-0.004480212
AAPL,-8.73E-05,57600.41667,3456025,120.53,-0.004480212,118.76875,118.59702,119.18881,0.01035205,0.014344205,0.002233767,-0.001003932
AAPL,-4.17E-05,30238.32051,2358589,119.53,-0.001003932,119.72335,119.96144,119.43807,0.002036779,0.00201098,0.002953958,-0.005058595
AAPL,-4.77E-05,29373.21795,2291111,118.61,-0.005058595,118.9631,119.58522,119.85142,0.000778813,-0.002341594,-0.002203562,0.010025489
AAPL,4.99E-05,38512.62025,3042497,117.7,0.010025489,117.86645,118.61728,119.399785,0.005884202,-0.003760666,-0.006569987,-0.011041807
AAPL,-0.00012305,34760.21795,2711297,118.64,-0.011041807,118.64595,118.48508,118.567205,-0.00758728,-0.004494237,-0.003746356,-0.028417819
AAPL,-0.000339247,98804.32051,7706737,117.18,-0.028417819,117.46555,117.62382,118.051995,-0.028496014,-0.026078221,-0.010240191,0.010529087
AAPL,0.000146444,51151.66667,3989830,113.97,0.010529087,114.15945,114.17848,116.23572,0.010408687,0.008453432,-0.010746739,0.004284601
AAPL,8.76E-05,29843.01282,2327755,115.53,0.004284601,115.228,115.31908,114.77551,0.007561096,0.006393738,0.004236313,0.000257378
AAPL,-2.64E-06,32526.04762,1366094,116.56,0.000257378,116.8186,116.40546,115.55253,-0.00108844,0.003910813,0.004701325,0.023597811
AAPL,0.000264468,90153.43038,7122121,116.96,0.023597811,117.0464,116.91884,116.27452,0.028489983,0.023532392,0.011722818,0.013965788
AAPL,0.000161439,56780.57692,4428885,121.01,0.013965788,121.08915,120.50726,118.591645,0.013377334,0.019702049,0.018931561,0.0083586
AAPL,0.000105344,40578.5641,3165128,122.03,0.0083586,122.06895,122.40034,121.352705,0.007617416,0.004548027,0.009037911,-0.0040476
AAPL,-7.60E-05,42710.69231,3331434,123.53,-0.0040476,123.468,123.188,122.65418,-0.003685165,-0.001994512,0.000833767,-0.002854812
AAPL,-4.40E-05,33440.85897,2608387,122.6,-0.002854812,122.842,122.8968,122.79895,-0.006738331,-0.007115726,-0.001404043,0.011850278
AAPL,0.000165774,31557.06329,2493008,122.36,0.011850278,122.38445,122.12518,122.574275,0.012222141,0.014750603,0.003065855,-0.000241216
AAPL,1.43E-05,30599.92308,2386794,124.37,-0.000241216,124.1455,123.9803,123.05913,0.004847135,0.004449901,0.006566477,-0.022893405
AAPL,-0.000263846,53339.35443,4213809,124.49,-0.022893405,124.70935,124.70742,124.12713,-0.02433338,-0.016976696,-0.00138189,0.022740476
AAPL,0.000249818,33051.14103,2577989,120.49,0.022740476,120.74905,121.14226,123.45399,0.020376144,0.017381383,-0.003427795,0.001595157
AAPL,6.40E-05,43130.39744,3364171,122.245,0.001595157,122.4208,122.9059,122.758315,-0.002965591,-0.010514548,-0.004757804,-0.006688963
AAPL,-0.000129265,36522.28205,2848738,122.59,-0.006688963,122.9379,122.40126,122.41384,-0.006282847,1.99E-05,-0.001687473,0.028631173
AAPL,0.00034445,100472.7692,7836876,124.34,0.028631173,124.10375,123.07252,122.382595,0.026667204,0.031014885,0.015781697,0.002904011
AAPL,4.79E-05,39329.16667,3067675,127.41,0.002904011,127.6088,127.586,125.071335,0.002818771,0.00124857,0.014995562,-0.001784329
AAPL,-3.21E-05,68796.08974,5366095,128.9,-0.001784329,128.64535,128.16194,127.318735,-0.001557382,0.002200809,0.005817486,-0.016904467
AAPL,-0.000214545,78443.24359,6118573,128.96,-0.016904467,128.80445,128.58308,128.131265,-0.016842974,-0.012114969,-0.000669899,0.026069572
AAPL,0.000320626,41255.77215,3259206,125.05,0.026069572,125.0362,125.8273,127.57639,0.015543898,0.005052958,-0.008438826,0.001671098
AAPL,6.24E-05,64397.42308,5022999,131.65,0.001671098,131.9159,131.16052,127.298255,0.000773978,0.00757606,0.018258459,-0.009458948
AAPL,-0.0001497,32465.06329,2564740,132.15,-0.009458948,132.23695,132.06898,130.675645,-0.00467532,-0.002027728,0.010154455,0.005176614
AAPL,0.000132284,29055.80952,1220344,131.36,0.005176614,131.33595,131.65288,131.958435,0.004888608,0.003684993,0.000214272,0.020296993
AAPL,0.000263482,49242.32051,3840901,134.01,0.020296993,133.79565,132.92926,132.15325,0.022675251,0.026564054,0.012301362,-0.024409677
AAPL,-0.00028255,59521.92405,4702232,138.06,-0.024409677,138.13975,137.649,134.951145,-0.020664219,-0.012922143,0.010849815,-0.01437841
AAPL,-0.000183751,33180.39744,2588071,135.62,-0.01437841,135.64995,135.48126,136.50594,-0.013869522,-0.00946212,-0.006988853,-0.010892271
AAPL,-0.000135127,38334.21795,2990069,134.04,-0.010892271,134.32735,134.08694,135.12872,-0.011094911,-0.011228088,-0.009526657,-0.030632115
AAPL,-0.00038637,53480.03846,4171443,133.52,-0.030632115,133.73225,133.21202,133.610765,-0.034278942,-0.03312614,-0.013814306,0.016904467
AAPL,0.000142909,38410.29114,3034413,128.96,0.016904467,128.95435,129.06262,131.04574,0.016549655,0.012259785,-0.006130722,-0.008847479
AAPL,-7.69E-05,82536.55128,6437851,127.72,-0.008847479,128.39395,129.59554,129.63479,-0.006649067,-0.005404044,-0.000422649,0.019474955
AAPL,0.000230763,45267.33333,3530852,128.37,0.019474955,128.3864,127.83758,129.138855,0.019486488,0.021373997,0.001075083,-0.003172205
AAPL,-6.02E-05,38207.28205,2980168,132.4,-0.003172205,132.36405,131.79744,129.797055,-0.005647304,-0.001834178,0.008762564,-0.001625513
AAPL,-3.30E-05,47762.28205,3725458,129.19,-0.001625513,130.0992,130.91152,131.11905,-0.008387446,-0.011967014,-0.003687145,0.003036674
AAPL,6.16E-06,38545.14103,3006521,128.43,0.003036674,129.11495,129.11646,130.25008,-0.004406926,-0.00695016,-0.008893085,0.017328464
AAPL,0.000185084,39344.34615,3068859,128.69,0.017328464,128.92635,128.75832,128.952615,0.015568191,0.01676381,0.003994335,-0.012390057
AAPL,-0.000190303,57387.21519,4533590,130.75,-0.012390057,130.79815,130.85262,129.71316,-0.011583497,-0.0095107,0.004129882,-0.013739036
AAPL,-0.000124819,136709.0513,10663306,128.83,-0.013739036,129.04135,129.19442,130.237365,-0.010623339,-0.007684697,-0.007438725,0.000704501
AAPL,7.25E-06,39074.01282,3047773,127.75,0.000704501,128.194,127.9944,128.973505,-0.002180289,-0.000989106,-0.006420699,0.026757934
AAPL,0.000330634,63240.51282,4932760,128.56,0.026757934,128.66785,128.24956,128.10852,0.027665808,0.029882988,0.010006438,0.022572689
AAPL,0.000302156,51854.77215,4096527,133.79,0.022572689,133.91095,133.16036,130.31506,0.021294748,0.024006994,0.024852922,0.019592016
AAPL,0.000227312,68352.88462,5331525,136.28,0.019592016,135.8931,136.39458,134.6918,0.022866503,0.014361421,0.015081653,-0.001258125
AAPL,-3.09E-05,65624.73077,5118729,143.07,-0.001258125,142.98465,141.45832,138.019255,-0.003253496,0.00694466,0.017476909,0.003553017
AAPL,-0.000102292,39965.20253,3157251,143.54,0.003553017,143.4108,143.12366,141.67932,-0.002564312,-0.002708986,0.00777707,-0.005648142
AAPL,-2.67E-05,67952.77215,5368269,143.41,-0.005648142,143.1232,143.80428,143.042285,-0.008375302,-0.008000457,-0.000561442,-0.020498853
AAPL,-0.000255662,73677.67089,5820536,139.52,-0.020498853,139.432,140.04632,142.404955,-0.005762307,-0.002408489,-0.010975355,-0.027102666
AAPL,-0.00036888,78585.43038,6208249,135.78,-0.027102666,136.04795,136.57854,139.484365,-0.028043421,-0.033745272,-0.023719074,0.002691589
AAPL,-1.98E-05,55049.89744,4293892,133.75,0.002691589,133.93265,133.1542,135.323305,0.00339947,0.010355963,-0.012883368,-0.005452
AAPL,-0.000104241,71849.53165,5676113,135.73,-0.005452,135.03355,134.74996,133.529155,-0.000720562,0.00172052,0.007104179,-0.01275529
AAPL,-0.000197251,86112.05128,6716740,135.63,-0.01275529,135.23055,135.0883,134.701185,-0.006441222,-0.002806905,0.001628828,0.007775251
AAPL,9.76E-05,32414.55128,2528335,136.33,0.007775251,136.2996,135.42522,135.042805,0.003674992,0.007028824,0.002740872,-0.004222788
AAPL,-6.84E-05,47026.97436,3668104,137.35,-0.004222788,137.72215,137.31142,135.81735,-0.009222191,-0.00450436,0.005158951,0.006246326
AAPL,8.41E-05,46670.03846,3640263,136.08,0.006246326,136.1745,136.34744,136.55492,0.000629707,-0.001324704,-0.000473143,-0.005121077
AAPL,-4.76E-05,26574.73077,2072829,136.69,-0.005121077,136.47095,136.32588,136.376565,7.00E-05,0.001247159,0.000345294,-0.009306075
AAPL,-0.000121576,73579.41772,5812774,136.47,-0.009306075,136.33365,136.44006,136.42991,-0.006342161,-0.008412192,-0.002095398,-0.006204323
AAPL,-8.40E-05,64483.49367,5094196,135.873,-0.006204323,135.57455,135.43912,136.062555,-0.007322908,-0.007652294,-0.005840586,0.008339538
AAPL,9.45E-05,47978.19231,3742299,134.3,0.008339538,134.6119,134.51616,135.084975,0.000517042,-0.000648695,-0.003132695,-0.017196841
AAPL,-0.000228898,49458.24359,3857743,135.49,-0.017196841,135.66565,134.98856,134.684825,-0.01740787,-0.012421497,-0.002954267,-0.003123334
AAPL,-5.30E-05,50938.47436,3973201,131.27,-0.003123334,131.7512,132.469,133.859865,-0.008864815,-0.015532691,-0.012168285,0.003868771
AAPL,8.30E-05,75261.98718,5870435,129.24,0.003868771,129.01435,129.82238,131.446975,0.001950558,-0.007283644,-0.01292312,-0.002381318
AAPL,-2.22E-05,63505.46835,5016932,130.18,-0.002381318,130.3106,129.55234,129.626665,-0.00544737,-0.00078146,-0.002266548,-0.014170768
AAPL,-0.000189613,59855.01266,4728546,128.01,-0.014170768,127.76495,128.52888,129.12453,-0.007239075,-0.011492048,-0.005391617,0.016968326
AAPL,0.000230571,87403.21795,6817451,123.76,0.016968326,123.2137,124.82176,127.40369,0.020097603,-0.005907143,-0.016767764,0.004328657
AAPL,3.91E-05,62462.24359,4872055,124.75,0.004328657,125.94335,125.9777,125.02179,-0.010142258,-0.010316112,-0.005882495,-0.027831248
AAPL,-0.000389973,89057.94937,7035578,124.68,-0.027831248,124.56495,124.69926,124.589115,-0.022451741,-0.020760829,-0.005525964,-0.008159269
AAPL,-7.63E-05,90819.98734,7174779,122.56,-0.008159269,122.02185,121.37824,123.2374,0.012107668,0.018676824,-0.003867819,0.032729918
AAPL,0.000361294,86196.21795,6723305,123.74,0.032729918,123.5014,123.0825,122.626065,0.031842554,0.029737778,0.014337042,-0.02492406
AAPL,-0.000337471,13081.08974,1020325,128.39,-0.02492406,25.62055,86.85838,114.916695,3.907818138,0.450204344,0.009060172,-0.013833586
AAPL,-0.000136904,24904.01282,1942513,121.805,-0.013833586,6.138,73.6072,97.97895,18.55922124,0.635494897,0.01176222,0.003637566
AAPL,-1.96E-05,26361.20513,2056174,120.96,0.003637566,114.046,117.8773,98.475525,0.061650562,0.019063043,0.096071333,-0.038550629
AAPL,-0.000499207,30752,2398656,120.88,-0.038550629,121.044,120.1515,107.919625,-0.032926043,-0.022390066,0.097779018,0.016261871
AAPL,0.000137492,26661.62821,2079607,118.99,0.016261871,117.1595,117.4935,118.46375,0.037308114,0.032825646,0.009922023,-0.012917558
AAPL,-0.000183739,22164.71795,1728848,121.54,-0.012917558,121.5155,121.3611,119.64715,-0.00926425,-0.00946267,0.002211921,-0.003311664
AAPL,-6.79E-05,23763.79221,1829812,122.295,-0.003311664,120.51825,120.2619,119.9351,0.011915208,0.014188201,0.010458365,0.004777136
AAPL,8.57E-05,16097.03846,1255569,120.365,0.004777136,121.859,121.9185,121.1846,-0.009028878,-0.010036213,-0.001865542,0.010522881
AAPL,0.000162263,9970.621212,658061,122.59,0.010522881,121.9215,121.1903,121.117225,0.012493695,0.014779236,0.004566031,-0.006168934
AAPL,-0.000134481,24604.9697,1623928,126.44,-0.006168934,125.30825,123.9801,121.94485,0.000931702,0.013553788,0.013507746,0.009801539
AAPL,0.000115482,20370.21212,1344434,123.45,0.009801539,124.128,124.983,123.759175,0.005774281,-0.010727059,0.004653392,-0.013218744
AAPL,-0.000205732,23252.69697,1534678,122.175,-0.013218744,123.084,123.5024,124.3114,-0.017000585,-0.015361645,-0.00825769,-0.001872971
AAPL,-2.88E-05,26045.28788,1718989,120.13,-0.001872971,120.4575,121.1265,122.922875,-0.002851628,-0.005972269,-0.010055085,0.01002455
AAPL,0.00013116,25645.77273,1692621,122.2,0.01002455,121.198,120.6747,121.6271,0.019239179,0.022358456,-2.06E-06,-0.004345001
AAPL,-7.04E-05,21201.16667,1399277,123.13,-0.004345001,123.129,123.3509,121.6946,-0.002948128,-0.003122798,0.005984037,-0.011033347
AAPL,-0.000163644,30709.93939,2026856,121.45,-0.011033347,121.9875,122.6361,122.483675,-0.010255149,-0.012703437,-9.41E-05,-0.000952657
AAPL,4.31E-05,21501.86364,1419123,120.715,-0.000952657,120.70175,120.9095,122.306825,-0.001613481,-0.005866371,-0.008663662,0.007482541
AAPL,0.000138487,21367.77049,1303434,120.28,0.007482541,120.5315,120.3065,121.068725,-0.005799314,-0.00201901,-0.005670333,-0.000825491
AAPL,-2.99E-05,19981.65152,1318789,121.14,-0.000825491,121.14825,120.424,120.386125,0.001797385,0.007895436,0.002141235,0.005791506
AAPL,7.54E-05,17202.74242,1135381,119.14,0.005791506,120.13125,120.9609,120.60625,-0.002624213,-0.00959897,-0.001224439,-0.005131965
AAPL,-3.39E-05,22022.42424,1453480,122.76,-0.005131965,121.66675,120.5282,120.605025,0.007799995,0.019912352,0.005985033,-0.00417004
AAPL,-7.54E-05,16754.40909,1105791,123.5,-0.00417004,123.13275,122.9765,121.46995,-0.003293194,-0.000839185,0.006590313,0.005595076
AAPL,4.64E-05,18773.33333,1239040,125.11,0.005595076,124.08675,123.2977,122.60125,0.013274987,0.019672711,0.011139976,-0.001186803
AAPL,-2.84E-05,13121.45455,866016,126.39,-0.001186803,126.073,125.8969,124.16365,0.002639344,0.003745128,0.008873974,0.005818982
AAPL,8.07E-05,18293.92424,1207399,127.17,0.005818982,126.345,126.304,125.476375,0.00999446,0.008528629,0.00863828,0.007807065
AAPL,0.000102923,15192.62121,1002713,129.37,0.007807065,128.795,127.953,126.802275,0.010926278,0.015925379,0.009401054,0.014883224
AAPL,0.000199643,20892.86364,1378929,131.02,0.014883224,130.51975,130.2559,128.27945,0.014363727,0.014119898,0.013315461,-0.004247251
AAPL,-7.24E-05,15513.43939,1023887,131.85,-0.004247251,132.183,132.2037,130.29695,-0.006810634,-0.005794845,0.007149438,0.008288329
AAPL,-2.74E-05,9100.25,546015,133.32,0.008288329,132.461,131.9308,131.439775,0.014893063,0.016391169,0.007819551,-0.010668563
AAPL,-0.000136414,13819.13636,912063,133.57,-0.010668563,134.076,134.2266,132.621625,-0.012390361,-0.010348917,0.002337854,-0.003705076
AAPL,-8.01E-05,12434.09091,820650,134.95,-0.003705076,133.7585,133.1667,133.1516,0.003958627,0.00876946,0.005216047,-0.000633289
AAPL,1.32E-05,12531.39394,827072,134.22,-0.000633289,134.114,134.3027,133.851825,-0.000713945,-0.003014087,6.74E-05,0.00037081
AAPL,4.86E-05,14967.57576,987860,134.84,0.00037081,134.453,134.1381,134.003725,0.000159907,0.001940537,0.001734467,-0.011092087
AAPL,-0.000164508,19928.38806,1335202,134.33,-0.011092087,134.76725,134.6211,134.274375,-0.016699161,-0.012846426,-0.002335703,0.00731965
AAPL,9.66E-05,11328.33333,747670,132.52,0.00731965,132.278,132.4876,133.77435,0.00786223,0.005354463,-0.003281459,-0.012532266
AAPL,-0.000134577,17435.77273,1150761,133.655,-0.012532266,133.178,133.2429,133.161325,-0.007321029,-0.00347936,-0.001673909,0.008750188
AAPL,0.000128347,17108.06061,1129132,133.14,0.008750188,132.78825,132.4033,132.95895,0.015134999,0.017183106,0.004259209,0.002083023
AAPL,3.85E-05,9938.090909,655914,134.42,0.002083023,134.3995,134.6425,133.59385,0.003149193,-0.000184934,0.00258863,-0.003558983
AAPL,-9.08E-05,10534.89394,695303,134.87,-0.003558983,134.73,134.7119,134.116325,-0.001018704,-0.00077573,0.003673863,0.026525594
AAPL,0.000166796,17403.28571,1340053,134.21,0.026525594,134.4235,134.5009,134.57945,0.006894256,0.000162824,-0.000833151,-0.009641514
AAPL,-9.38E-05,27228.55882,1851542,134.315,-0.009641514,135.37625,135.6128,134.615575,-0.010241826,-0.014752295,-0.00211844,-0.013879511
AAPL,-0.000181569,26342.79104,1764967,133.29,-0.013879511,132.3925,133.1578,134.0595,-0.005417603,-0.007828306,-0.003728382,-0.009860312
AAPL,-0.000131315,14582.0303,962414,133.87,-0.009860312,132.888,132.2062,133.246225,-0.001038468,0.003145843,-0.003922062,-0.002455662
AAPL,-4.11E-05,25208.12121,1663736,128.275,-0.002455662,129.78025,131.5076,132.304975,-0.018223112,-0.032622449,-0.01344186,-0.01039252
AAPL,-0.000108261,11907.83333,785917,129.42,-0.01039252,128.865,127.8616,130.370025,-0.002359058,0.01002803,-0.007908068,0.014707033
AAPL,0.00018614,16602.9403,1112397,127.83,0.014707033,127.99375,128.609,129.04065,0.007849993,0.00231399,-0.003422759,-0.002603469
AAPL,2.05E-05,11537.83333,761497,130.595,-0.002603469,130.277,129.3923,128.859325,0.000224522,0.007888414,0.00452606,-0.010908524
AAPL,-0.000133058,16706.57576,1102634,128.34,-0.010908524,129.13275,129.8062,129.3799,-0.015019428,-0.015201123,-0.001369417,0.018994775
AAPL,0.000214493,18816.29851,1260692,123.455,0.018994775,123.73525,125.9675,128.692875,0.016682797,-0.002718955,-0.012261557,-0.00906589
AAPL,3.49E-05,17509.5493,1243178,123.54,-0.00906589,124.43525,125.2348,126.668425,-0.014624072,-0.020089464,-0.016960028,-0.004620594
AAPL,-0.000105817,17447.06061,1151506,125.525,-0.004620594,124.37975,123.3301,124.33495,0.008709215,0.015362024,0.000512527,0.008582163
AAPL,7.03E-05,13216.35821,885496,126.425,0.008582163,126.14925,125.5449,124.451075,0.010198237,0.013167401,0.007621067,0.001667593
AAPL,5.31E-05,8658.275362,597421,125.93,0.001667593,126.5125,126.9755,125.6012,-0.006398577,-0.010820198,0.004061267,-0.016923745
AAPL,-0.000239846,12215.46269,818436,126.745,-0.016923745,126.37325,125.8329,126.221325,-0.006908108,0.000841592,-1.64E-05,0.006950618
AAPL,0.000111796,12337.45588,838947,123.73,0.006950618,124.1955,125.2245,125.99275,0.000448889,-0.00844084,-0.006484302,0.007517607
AAPL,0.000118565,13931.73913,961290,126.37,0.007517607,125.60425,124.7425,125.214375,0.014989541,0.020122252,0.002462377,-0.008697715
AAPL,-0.000130666,12477.25758,823499,126.47,-0.008697715,127.068,127.2506,125.569775,-0.010356659,-0.011944148,0.003616316,-0.003841932
AAPL,-2.83E-05,12482.55072,861296,127.54,-0.003841932,126.50725,126.0653,126.204575,0.008550893,0.011942224,0.005303096,-0.001965872
AAPL,-3.79E-05,9633.328358,645433,127.17,-0.001965872,127.18375,127.4923,126.8729,-0.004078744,-0.005564258,8.08E-05,-0.001849738
AAPL,-3.69E-05,11700.89552,783960,127.045,-0.001849738,126.89175,126.7896,126.969175,-0.001048137,-0.000138024,0.000325866,-0.015656883
AAPL,-0.000245821,14833.74242,979027,127.42,-0.015656883,127.0295,126.8361,126.9794,-0.009236044,-0.00454839,-0.002065099,-0.004472486
AAPL,-6.42E-05,13962.61194,935495,125.21,-0.004472486,125.40025,125.8374,126.600775,-0.003199754,-0.006204833,-0.004627341,-0.003610108
AAPL,-6.00E-05,13360.34848,881783,124.65,-0.003610108,124.72175,124.8845,125.872675,-0.000290647,-0.001928182,-0.005858499,-3.99728E-05
