Symbol,Five_Minute_Change,Average_Volume,Total_Volume,Days_Open,Days_Change,20MA_Open,50MA_Open,200MA_Open,20MA_Change,50MA_Change,200MA_Change
TSLA,-0.000201596,2176.030303,143618,974.7,-0.014589104,981.8755,977.5052,972.7926,-0.020127806,-0.012029092,-0.005380232
TSLA,0.0003841,1831.507463,122711,976.35,0.031781636,966.56625,964.9779,967.758175,0.031399814,0.029624305,0.010150857
TSLA,0.00046302,2895,191070,1046.56,0.03103501,1025.14425,1007.9373,983.15955,0.054109214,0.069845416,0.032869563
TSLA,0.000178132,3162.558824,215054,1124.63,-0.004588176,1100.86475,1087.5414,1027.4311,0.018347395,0.029543887,0.047027387
TSLA,-6.15E-05,4821.283582,323026,1204.81,0.006656651,1214.53075,1189.5926,1116.204275,-0.003796528,0.014595165,0.041236018
TSLA,0.000776207,4036.546667,302741,1301.91,0.067262714,1279.17175,1235.7509,1180.170745,0.068036798,0.085756037,0.067091415
TSLA,0.000192857,5525.956522,381291,1375.97,0.003161406,1384.2825,1385.5193,1292.17772,-0.00090155,0.004572942,0.049600797
TSLA,-0.000279478,4255.151515,280840,1396.76,-0.02133509,1401.583,1393.1253,1371.21994,-0.033544927,-0.014536955,0.012318246
TSLA,0.000173385,2434.691176,165559,1382.74,0.010095897,1385.12975,1370.1558,1387.179965,0.005807759,0.009817205,-0.003259357
TSLA,0.001475087,8287.708333,596715,1403.87,0.097380812,1393.55525,1390.9264,1383.415375,0.096114058,0.073775722,0.019988537
TSLA,-0.00201828,15590.26027,1138089,1739.755,-0.143551822,1703.64,1646.8672,1471.7554,-0.102456065,-0.028996266,0.064676627
TSLA,0.000170654,6118.223881,409921,1488.98,0.018354847,1525.23225,1545.8393,1600.083575,-0.010935876,-0.022021371,-0.008883817
TSLA,0.000373771,2967.722222,213676,1513.71,0.01703761,1518.15225,1521.5585,1556.551925,0.009592417,-0.004322397,-0.023419479
TSLA,0.000103992,3367.985075,225655,1478.25,0.00248943,1484.3725,1505.2022,1508.700865,0.016814849,0.002021456,-0.002205954
TSLA,-0.000157629,3066.880597,205481,1497.73,0.001836112,1505.03675,1509.8694,1503.056115,0.000146707,-0.002117587,0.00123664
TSLA,0.001419364,5498.402778,395885,1502.8,0.10727309,1505.63225,1506.22992,1503.58398,0.091143604,0.070707452,0.019431189
TSLA,-0.000427999,3523.8,246666,1634.78,-0.035411493,1640.543,1648.4446,1553.61638,-0.038168155,-0.034925105,0.020418039
TSLA,2.76E-05,2822.355263,214499,1585.01,0.060245677,1596.86575,1589.6011,1593.99465,0.024533058,0.00995149,0.008963236
TSLA,-0.000646082,3990.628571,279344,1599.605,-0.051997212,1623.6395,1641.0666,1609.80845,-0.065671752,-0.071410996,-0.010357723
TSLA,-0.000283336,4056.850746,271809,1446.31,-0.018336318,1416.2575,1456.7279,1567.67775,0.009755994,-0.018482244,-0.041663553
TSLA,0.000566465,3026.84058,208852,1457.5,0.062696398,1440.276,1423.4062,1438.84785,0.059902408,0.048119434,0.00379472
TSLA,-0.000682573,2402.707692,156176,1516.03,-0.024458619,1506.05275,1512.8695,1452.7465,-0.008271125,-0.001411754,0.013379313
TSLA,0.00027842,1709.432836,114532,1497.14,0.000754772,1495.16075,1502.4552,1477.738325,0.007054258,0.005099986,0.02355192
TSLA,-4.28E-05,1448.907692,94179,1483.59,0.002635499,1487.71075,1498.2342,1510.66355,0.004628756,0.000135773,-0.005838391
TSLA,-0.000275683,3808.909091,251388,1467.94,-0.024714907,1490.5675,1494.50382,1500.13723,-0.038198203,-0.037568536,-0.013313482
TSLA,-3.48E-05,1391.920635,87691,1487.36,-0.001512747,1461.66825,1445.4845,1476.90098,0.015923244,0.031848491,-0.000474084
TSLA,-5.04E-05,2141.014925,143448,1494.14,-0.006110539,1502.39,1493.9868,1476.628655,-0.018448772,-0.01363506,-0.001310268
TSLA,4.39E-05,1466.984127,92420,1480.91,0.003639654,1483.562,1477.9241,1478.35485,0.003064752,0.005130169,0.004394544
TSLA,8.53E-05,1493.45,89607,1483.96,0.004151055,1485.914,1486.7845,1483.876045,0.008813767,0.005246019,0.000885451
TSLA,-0.000253545,3220.308824,218981,1483.23,-0.020448616,1488.57725,1493.0207,1486.420945,-0.03200892,-0.034313054,-0.006773297
TSLA,-7.58E-05,1773.969231,115308,1419.76,3.52E-05,1437.70275,1435.9237,1472.34675,-0.01503614,-0.011990609,-0.015476212
TSLA,0.000646426,1356.809524,85479,1396.245,0.066030675,1400.65125,1411.2178,1440.133325,-0.008464634,-0.009634303,-0.01766885
TSLA,0.000252493,3935.371429,275476,1488.62,0.044551329,1464.26375,1446.5539,1419.6763,0.061087526,0.066750295,0.026628253
TSLA,0.000113239,3599.357143,251955,1625.02,-0.00305227,1607.42425,1584.4769,1486.67845,0.006383038,0.026449423,0.052263756
TSLA,7.36E-05,2243.469697,148069,1640,0.005676829,1653.4585,1644.768,1597.020925,-0.00691868,-0.000466753,0.023474129
TSLA,0.000426262,3654.054054,270400,1765.62,0.039867016,1710.5865,1670.0501,1644.813475,0.069966061,0.081885388,0.038110294
TSLA,-0.000279936,3735.720588,254029,1875.4,0.007241122,1887.77675,1880.1391,1757.01005,0.00652156,0.007939625,0.04773261
TSLA,-0.00016585,3222.353846,209453,1898.49,-0.009612903,1877.1394,1885.99936,1861.976515,0.00509757,0.004575367,0.015382686
TSLA,0.000790823,6156.528571,430957,1890.14,0.064466124,1881.28075,1885.5273,1889.23399,0.06838546,0.059985501,0.017385141
TSLA,-0.000214148,6177.225352,438583,2066.25,-0.007869328,2052.6955,2030.6272,1945.914265,0.006285881,0.023301766,0.032313145
TSLA,0.000410691,3733.179104,250123,1989.65,0.01022793,2058.7035,2075.1039,2041.88385,-0.025070633,-0.026754468,0.004005052
TSLA,0.000130582,2843.590909,187677,1987.635,0.018677977,1991.558,1993.5284,2040.79125,0.008645693,0.002739394,-0.011968426
TSLA,0.000223063,3221.424242,212614,2115,0.016789598,2079.1595,2039.09816,2012.22659,0.032012215,0.04748459,0.018142962
TSLA,0.0003217,6180.637681,426464,2209.91,0.017285772,2195.79125,2174.5142,2084.909515,0.019864821,0.02550234,0.038707128
TSLA,-0.000591539,6321.338028,448815,2287.3,-0.033305644,2292.122,2265.6836,2196.768775,-0.034334233,-0.018079356,0.017225413
TSLA,0.001115793,45920.12658,3627690,467.4,0.094623449,452.3815,696.57948,1859.526095,0.117253248,-0.289472351,-0.36902775
TSLA,-0.000668051,32185.9726,2349576,501.81,-0.039915506,489.382,502.4891,725.73346,-0.025455064,-0.047406799,-0.324772224
TSLA,-0.000345191,25388.06579,1929493,451.14,-0.003169748,461.6385,472.141,488.16314,-0.038117163,-0.059788157,-0.047324446
TSLA,-0.000368638,17530.02597,1349812,417.29,-0.028780944,417.47025,421.0984,447.707715,-0.031920837,-0.031981836,-0.052348383
TSLA,0.001317029,33770.94667,2532821,387.66,0.076665119,399.51115,393.71666,412.67118,0.047435597,0.046504052,-0.021290365
TSLA,-0.000973723,25843.03947,1964071,362.33,-0.085584964,399.82485,408.63226,402.57193,-0.16640649,-0.168365562,-0.056290648
TSLA,0.000246596,16353.45833,1177449,356.24,0.013502133,355.79815,348.74884,364.588335,0.020377284,0.022032475,-0.046828171
TSLA,-0.000836418,17108.31429,1197582,395.51,-0.064979394,387.49975,376.19076,352.83621,-0.048468031,-0.001136923,0.042405186
TSLA,0.000191369,10700.42466,781131,369.92,0.010037305,373.65585,376.9924,373.267965,-0.005971002,-0.022126971,0.008149936
TSLA,0.000771041,16271.30667,1220348,396.45,0.062302939,384.5821,377.55728,375.63797,0.08424248,0.085917612,0.028039005
TSLA,0.00031779,16873.96053,1282421,434.93,0.032959327,437.842,431.16896,396.621485,0.027677907,0.044190472,0.073096355
TSLA,-0.000244577,8398.918919,621520,452.65,-0.020987518,445.59485,445.3572,437.679195,-0.005264648,-0.000289476,0.020111317
TSLA,-0.000385428,12415.19444,893894,429.5,-0.014179278,422.9361,425.76392,441.903385,0.000651162,-0.005310737,-0.018192789
TSLA,-0.000167678,21789.97059,1481718,444.99,-0.000134834,445.07905,439.81784,433.066965,-0.002178939,0.000168388,0.001386518
TSLA,0.00018364,20409.09589,1489864,431.11,0.007213936,447.00025,447.8547,438.07106,-0.000685682,-0.006735667,0.010749386
TSLA,-0.000177976,9503.525641,741275,427.65,0.005436689,430.09415,428.37192,439.20038,-0.007989878,-0.001105628,-0.014712476
TSLA,-0.00075427,22247.35616,1624057,402.28,-0.065302774,403.25855,404.2479,422.242655,-0.0586672,-0.04879209,-0.034938393
TSLA,0.000376219,12630.19178,922004,371.76,0.042473639,368.16475,368.9493,390.82905,0.053571804,0.061377268,-0.02046016
TSLA,0.00021998,10234.80263,777845,400.29,0.018836344,397.96745,393.74618,383.628895,0.021964234,0.026197638,0.030086824
TSLA,0.000135468,7134.910448,478039,415.88,0.012287198,422.1847,414.04808,401.082965,-0.003644021,0.013187647,0.022651797
TSLA,-7.14E-05,6601.544118,448905,416.09,0.004157754,415.75555,417.9419,413.43327,0.012800671,0.014177569,0.015514656
TSLA,-5.72E-05,7168.462687,480287,429.93,-0.002791152,426.56625,423.9552,420.9553,0.004666919,0.011838987,0.007466945
TSLA,0.000430775,19153.69118,1302451,435.51,0.027530941,438.2559,433.17976,426.221335,0.019779197,0.027752312,0.017524709
TSLA,-0.000842797,23377.3,1636411,438.18,-0.05324296,430.89825,435.41762,435.43202,-0.030275825,-0.033287674,-0.004328873
TSLA,-0.000121659,17551.92537,1175979,427.71,-0.006265928,427.0048,421.52026,431.42302,-0.006654024,0.004187747,-0.015336815
TSLA,-2.11E-05,19849.63514,1468873,416.89,-0.018230229,423.07655,423.24268,424.31079,-0.024313685,-0.014706173,-0.007985951
TSLA,0.000266813,16080.4058,1109548,414.35,0.034005068,418.5591,416.45044,421.022765,0.018581366,0.024113458,0.000130931
TSLA,-0.00032895,13879.27273,916032,434.41,-0.019670357,435.4354,431.69102,422.62074,-0.016390261,-0.002666768,0.009441976
TSLA,9.33E-05,17191.59701,1151837,429.32,0.010062424,429.584,429.5834,428.068015,0.007587573,0.007819902,0.008398934
TSLA,-1.79E-05,17651.0597,1182621,441.385,0.00207302,441.43875,436.6749,433.305805,0.008067371,0.017616309,0.007460886
TSLA,7.88E-05,18027.47826,1243896,444.6,0.00380117,441.677,443.9136,438.18575,0.01135898,0.003095197,0.010722393
TSLA,0.000154126,25025.90909,1651710,457.86,0.007622417,454.73845,450.09038,445.213045,0.018127013,0.025652003,0.013428908
TSLA,-7.79E-05,16817.66667,1109966,450.55,-0.0036178,451.2041,456.39984,452.16163,-0.007497383,-0.021023539,0.001840216
TSLA,-0.000341787,16077.37143,1125416,452.24,-0.027927649,453.23275,449.693,453.61573,-0.021465241,-0.007245832,-0.009020675
TSLA,-0.000398996,20259.56716,1357391,443.18,-0.024143689,442.45525,444.8457,447.946035,-0.02013424,-0.019391218,-0.009068749
TSLA,-9.09E-06,15009.76471,1020664,422.15,-0.003600616,426.65275,431.0598,441.268825,-0.010516163,-0.016159011,-0.019499338
TSLA,0.000397493,12976.62338,999200,425.98,0.027165595,424.30675,424.3613,431.0672,0.011288649,0.008435595,-0.009472398
TSLA,-0.000122048,18226.63235,1239411,426.95,-0.001007144,435.01825,433.43418,427.565945,-0.014191933,-0.007578729,0.004771428
TSLA,0.00018473,17011.64179,1139780,410.34,0.023492713,416.87525,424.5867,428.928345,0.004105545,-0.019226933,-0.009629522
TSLA,-0.000123414,5314.507463,356072,421.95,-0.004763598,419.0533,418.05642,423.876865,-0.00338871,-0.006097072,-0.013202914
TSLA,4.10E-05,2841.545455,187542,425.6,-0.002584586,423.9385,418.3933,417.928755,-0.001248884,0.012155118,0.004792815
TSLA,-0.000181306,3755.929577,266671,411.39,-0.011628868,412.97145,418.3566,419.520255,-0.010973398,-0.020704586,-0.005418225
TSLA,-5.95E-05,4265.527778,307118,410.3,-0.007284913,408.57825,409.339,416.760025,0.00892069,0.008835269,-0.009233179
TSLA,0.000143785,9341.926471,635251,386.84,0.005532003,400.81565,408.30156,410.994585,-0.03303364,-0.051924024,-0.021318042
TSLA,0.000228146,6372.435897,497050,394,0.016751269,390.22925,387.5636,401.519185,0.020654141,0.023009127,-0.01302746
TSLA,0.000300363,9977.303797,788207,409.94,0.033931795,400.9659,397.50106,395.911515,0.056302419,0.063590874,0.024769651
TSLA,-0.000562643,10982.47436,856633,430.99,-0.024153693,429.34525,425.5097,408.79568,-0.020027589,-0.008228955,0.025617284
TSLA,0.000227034,5627.050633,444537,428.34,0.021314843,424.0221,422.53204,420.995575,0.024908254,0.024426455,0.015746757
TSLA,-0.00024506,5321.064103,415043,436,-0.014013761,434.6543,433.28902,427.992495,-0.013265255,-0.0090282,0.004075177
TSLA,-0.000478299,12183.12821,950284,439.3,-0.041520601,438.94925,433.0158,431.520015,-0.024087067,-0.001526734,0.004739247
TSLA,-0.000296572,10951.56962,865174,420.09,-0.022399962,422.16795,428.35598,432.73894,-0.030951426,-0.042965479,-0.01995501
TSLA,-9.15E-05,4629.291139,365714,416.56,0.001008258,411.10795,410.64562,423.530175,0.012196432,0.012278178,-0.020992471
TSLA,-3.22E-05,12945.75641,1009769,415.1,-0.007949892,416.1325,415.8423,414.193305,-0.011200759,-0.006853079,-0.000181256
TSLA,-0.000155839,7500.226667,562517,411.04,-0.010728883,411.62765,412.42016,414.184985,-0.019428724,-0.019144942,-0.005350254
TSLA,-9.72E-05,14638.72973,1083266,410.22,-0.006667154,406.1983,404.91512,411.10782,0.005934786,0.006921154,-0.003670521
TSLA,-0.000583764,21774.68354,1720200,460.2,-0.041894828,460.7817,433.78498,413.66504,-0.040220673,0.022096477,0.033962152
TSLA,0.00114745,31212.01266,2465749,448.02,0.092629793,449.7162,445.3482,433.01592,0.089092966,0.089147368,0.057881313
TSLA,-4.85E-05,21430.91139,1693042,491.87,0.014455039,495.29045,492.22964,464.209665,0.009766088,0.014487059,0.047775319
TSLA,-0.00010048,13836.01266,1093045,497.99,-0.015201108,498.31815,499.56996,489.848725,-0.012915243,-0.014779031,0.01374951
TSLA,0.000431918,22542.39744,1758307,503.39,0.036293927,499.6889,495.10156,497.239295,0.046734778,0.052948207,0.016293634
TSLA,0.000407554,19266.17722,1522028,540.4,0.02792376,544.882,535.6897,512.16064,0.021497774,0.029908733,0.041608088
TSLA,0.000588296,14762.40506,1166230,550.07,0.045303325,548.36455,554.52952,541.53133,0.043060223,0.026446888,0.025633401
TSLA,8.98E-05,24142.35714,1013979,581.54,0.007050246,581.1335,576.18222,561.4287,0.012659312,0.023705313,0.014872458
TSLA,-0.000798447,21809.70886,1722967,602.5,-0.060099585,601.3921,595.21854,574.61711,-0.038183242,-0.025146025,0.015598335
TSLA,-0.000432057,15110.23077,1178598,597.4,-0.020890526,594.6786,585.98214,586.809285,-0.023251383,-0.007407461,-0.00556795
TSLA,0.000262949,16975.3038,1341049,556.44,0.019750557,567.12885,575.55554,580.98641,-0.003459267,-0.020977715,-0.010704562
TSLA,2.72E-05,11837.35443,935151,590.87,0.003875641,592.1825,578.7348,573.971705,0.004316237,0.026280949,0.007014745
TSLA,-2.05E-05,8938.594937,706149,591.625,0.014054511,593.18825,594.5657,580.771,0.003271727,-0.000904358,0.019786499
TSLA,0.000672326,17981.89873,1420570,604.76,0.06460414,605.42625,599.7232,594.073275,0.061991861,0.059619705,0.026197122
TSLA,0.000462125,22430.37975,1772000,624.35,0.043100825,628.48715,635.69508,616.72023,0.029123666,0.00774258,0.025469328
TSLA,-0.000911719,30637.4557,2420359,653.76,-0.076970142,652.494,650.3396,637.017805,-0.07195775,-0.056094846,-0.007485568
TSLA,0.000999156,22896.37975,1808814,574.37,0.09117816,575.20905,587.03802,623.631105,0.08014295,0.049540539,-0.0171706
TSLA,-0.000160104,21808.65823,1722884,615.01,-0.006877937,615.331,620.33106,609.45967,-0.007762489,-0.019272709,0.00165006
TSLA,0.000306145,18980.13924,1499431,618.62,0.03241085,614.1265,611.3575,613.074875,0.039989725,0.044101037,0.014264269
TSLA,-0.000243894,20041.27848,1583261,643.08,-0.016856379,641.7196,639.71414,623.220085,-0.010005694,-0.009304062,0.014981465
TSLA,-0.000267699,14712.19231,1147551,628.8,-0.009828244,632.687,633.5826,633.41791,-0.014805899,-0.018459314,-0.005246576
TSLA,0.000456937,17397.5443,1374406,628.59,0.039835187,624.2771,623.28404,628.89872,0.040249995,0.038485439,0.00399387
TSLA,2.98E-05,68983.67089,5449710,668.9,0.005082972,667.8039,658.76736,636.84185,-0.00780566,0.014648024,0.029404859
TSLA,-0.000362451,22856.78481,1805686,666.24,-0.027527618,665.68445,670.97446,664.01843,-0.012671845,-0.016839926,0.002117117
TSLA,-0.000302719,16015.35443,1265213,647.15,-0.013690798,649.575,656.5927,664.064435,-0.021367048,-0.040128378,-0.023545034
TSLA,0.000133109,10962.5443,866041,631.68,0.021054965,634.45585,634.67284,645.06445,0.018158316,0.016641424,-0.010363941
TSLA,0.000653627,12829.80952,538852,643.44,0.028394256,645.4057,645.15168,638.13096,0.026460566,0.018335223,0.006626657
TSLA,-0.000262723,9643.794872,752216,674.51,-0.016041274,667.3877,663.33218,645.24103,-0.000683561,0.006606524,0.020821157
TSLA,-1.84E-05,6169.141026,481193,661,0.007291982,662.5742,665.91578,659.85121,0.001847416,-0.004469905,0.008296651
TSLA,0.000360963,14159.01282,1104403,672.02,0.033496027,670.62535,666.56414,666.06425,0.033479423,0.033218079,0.008633949
TSLA,3.38E-05,16604.19231,1295127,700,0.007771429,701.4656,695.45114,675.218475,0.004316177,0.022271299,0.02686018
TSLA,0.000154896,15768.39744,1229935,719.3,0.014194356,720.4415,712.9366,699.441625,0.012109241,0.021648208,0.026378785
TSLA,4.53E-06,11939.58974,931288,723.66,0.016126358,724.5937,727.92378,720.72253,0.015409394,0.012324532,0.013933018
TSLA,-0.000157321,16571.41026,1292570,758.49,-0.003441047,760.1522,749.69678,735.946815,-0.000824769,0.022279701,0.018774101
TSLA,0.000658993,19895.70513,1551865,777.63,0.049650862,775.30725,767.413,755.365305,0.045484871,0.049076807,0.032060044
TSLA,0.000270283,35001.8481,2765146,856,0.027978972,853.9525,841.43374,798.93163,0.017204411,0.033623753,0.048947148
TSLA,-0.000754355,28243.29114,2231220,849.63,-0.047314713,862.099,865.6715,849.50383,-0.053180087,-0.045581032,0.003718753
TSLA,0.000278994,18113.34615,1412841,830.94,0.022456495,831.43715,823.41136,845.387965,0.027632756,0.039664816,-0.005175854
TSLA,-7.18E-05,13834.83544,1092952,853.19,0.001488531,850.5743,853.97552,841.269535,0.003792379,-0.00996682,0.007225895
TSLA,5.64E-06,13596.30769,1060512,843.5,0.001517487,844.91125,848.8769,848.951285,0.004159608,0.001224206,-0.000792925
TSLA,-0.000319769,16110.89873,1272761,851.29,-0.030412668,853.547,850.3831,848.289925,-0.032377245,-0.019561654,-0.003241575
TSLA,-6.60E-05,13476.93671,1064678,837.82,0.007949201,839.7218,832.60132,844.14221,7.97E-05,0.007884422,-0.005426959
TSLA,-0.000220375,11672.49367,922127,858.8,-0.009979041,854.759,846.4061,839.50563,-0.002329312,0.00490332,0.00641085
TSLA,-0.000150587,14711.13924,1162180,854.24,-0.011542424,852.6297,851.99968,845.84864,-0.008103694,-0.006956787,0.00346377
TSLA,0.000140991,6600.278481,521422,834.38,0.013974448,839.1075,843.455,848.27409,0.003964033,-0.00463771,-0.005571996
TSLA,0.000374748,21790.39241,1721441,854.42,0.033332553,851.723,845.2057,843.494985,0.026681503,0.030253819,0.011309291
TSLA,-0.000187152,9991.987342,789367,891.77,-0.009733451,881.06325,875.1381,855.365465,0.006609628,0.014485257,0.022803919
TSLA,2.85E-05,12957.17722,1023617,870.6,-0.000723639,873.2745,881.3831,878.843375,-0.004607944,-0.006232591,0.003100894
TSLA,7.05E-05,20850.51282,1626340,819.35,0.019246964,823.29375,830.5027,868.727825,0.021130064,0.011729282,-0.020793918
TSLA,-0.00045426,17823.83544,1408083,829.21,-0.041654105,833.929,838.4738,848.45712,-0.048002828,-0.049172294,-0.030320265
TSLA,0.000284221,11987.70886,947029,814.29,0.032519127,817.3,803.05642,820.8577,0.022459317,0.037442176,-0.004452166
TSLA,0.000289249,8117.594937,641290,845.34,0.032117255,842.9755,838.6876,818.556555,0.039126879,0.045701522,0.033743722
TSLA,-0.000415979,6538.307692,509988,877.03,-0.025460931,875.12525,876.751,849.6732,-0.019804594,-0.019705481,0.016160943
TSLA,-5.35E-05,6337.512821,494326,855.26,-0.006161869,854.6315,856.6172,864.73872,-0.00791774,-0.012308252,-0.010436898
TSLA,4.81E-05,6669.512821,520222,845.45,0.008291442,848.3278,846.45736,854.780935,0.003891126,0.01134356,-0.005290086
TSLA,-0.000137838,6773.037975,535070,868.299,-0.007058628,871.1435,859.4975,851.417995,-0.012382862,0.003522523,0.008755588
TSLA,-1.87E-05,7325.35443,578703,855.12,-0.005624942,860.21995,861.06848,859.23743,-0.015707843,-0.016580191,-0.002254103
TSLA,-0.000612901,17266.53165,1364056,843.635,-0.044835741,846.4775,846.2912,857.161145,-0.044479623,-0.042654821,-0.023816584
TSLA,-7.67E-05,14650.92308,1142772,811.95,-0.000418745,809.564,809.6137,833.396425,-0.000358835,4.15E-05,-0.019383392
TSLA,0.00020707,10612.53846,827778,801.38,0.018929846,806.57545,808.53198,815.369995,-0.000832842,-0.006358314,-0.010132241
TSLA,-0.000381813,8018.873418,633491,818.02,-0.027309846,816.15135,807.63104,807.60606,-0.022168192,-0.010283211,-0.004856427
TSLA,0.000422547,11752.79487,916718,779.09,0.024669807,788.63925,795.8343,802.19338,0.007057092,-0.012395671,-0.009192204
TSLA,-4.73E-06,7793.278481,615669,780.9,0.0082597,782.1954,787.53486,792.601395,0.008949938,0.000125633,-0.009221186
TSLA,-0.000215005,9702.435897,756790,795,-0.01754717,792.56,789.2476,785.208095,-0.015971661,-0.009128694,0.002002781
TSLA,-0.000782805,19642.16456,1551731,762.435,-0.063526727,764.04885,774.21204,783.862105,-0.048351751,-0.048907067,-0.021681518
TSLA,0.000869604,42155.59494,3330292,662.13,0.06232915,673.1216,691.04344,742.66667,0.036092513,-0.004377351,-0.048754329
TSLA,0.000439243,14093.81013,1113411,712.18,0.044469095,720.282,713.83074,700.774465,0.017384511,0.024314952,0.007722499
TSLA,-0.000750853,20030.78481,1582432,725.05,-0.058547686,729.9384,730.72386,712.900475,-0.058179704,-0.049717194,0.005689974
TSLA,-0.000452816,22277.79747,1759946,699.695,-0.035322533,687.4555,681.3613,707.863635,-0.009416973,0.000343283,-0.027362106
TSLA,0.0004136,12463.53165,984619,689.91,0.039005088,684.09225,681.1191,686.035155,0.042913437,0.045050124,0.009532995
TSLA,-0.076533062,4460.202532,352356,718.01,-1,71.87,458.22,633.425525,7.171232781,0.370166732,-0.020706854
TSLA,-0.013338912,6478.371795,505313,687.99,-0.052428088,34.498,374.4504,558.52895,18.18537307,0.75738736,-0.029489698
TSLA,-0.000496353,14097.11538,1099575,655.48,-0.052114481,65.8825,426.2386,520.13195,8.363548742,0.448827722,0.010728672
TSLA,-0.000602444,15920.4359,1241794,625.73,-0.044324229,586.1715,604.2777,521.890725,0.019368905,-0.023228724,0.064768827
TSLA,-0.000860025,9532.205128,743512,600.49,-0.062432347,597.629,590.6956,555.246225,-0.048392899,-0.023454382,0.060159932
TSLA,0.001127149,17372.58974,1355062,608.06,0.108911949,570.237,577.2721,588.5218,0.172145091,0.147924176,0.039659066
TSLA,-0.000720798,10694.60256,834179,700.3,-0.046108811,670.928,664.1098,612.5974,0.003558877,0.011093798,0.051591061
TSLA,-7.55E-05,10838.24675,834545,699.25,0.000500536,674.62675,671.7679,644.73805,0.030966012,0.031850733,0.055093576
TSLA,0.000346435,10032.52564,782537,669.455,0.036723902,694.57175,692.7978,680.415075,-0.009044782,-0.006655766,0.005673816
TSLA,0.00011531,7158.378788,472453,704.21,0.004544099,696.6685,690.7836,686.22365,0.013709174,0.0196584,0.011145164
TSLA,-0.00077081,8843.772727,583689,706.64,-0.04262425,702.59125,703.9515,694.5097,-0.033668936,-0.022115018,0.002051771
TSLA,0.000566909,10984.4697,724975,678.67,0.033978222,673.5725,681.5973,694.730525,0.03218436,-0.000230048,-0.006966874
TSLA,-0.000509666,8504.636364,561306,680.52,-0.039264092,686.3245,684.3406,688.350825,-0.035838004,-0.023787132,-0.015509206
TSLA,0.000426967,10465.9697,690754,636.54,0.02984887,643.83625,658.4122,673.891175,0.010180772,-0.015072473,-0.013989536
TSLA,-0.000255208,12140.9697,801304,678.4,-0.012956958,671.037,657.5224,665.201875,0.022429464,0.050606489,0.003183019
TSLA,-0.000202676,8128.151515,536458,669.6,-0.009781959,673.5625,684.4794,667.27445,-0.015444743,-0.026339434,0.006757864
TSLA,-0.000430072,9858.242424,650644,654,-0.035214067,658.09525,663.3945,672.544875,-0.031780734,-0.026876466,-0.009739759
TSLA,0.000243622,9963.818182,657612,627.71,0.019937551,629.99825,638.2065,661.625275,0.010398442,-0.004913143,-0.02292559
TSLA,-0.000455004,13081.91803,797997,636.05,-0.02719912,637.84075,634.9141,644.280475,-0.044322976,-0.033363883,-0.020714736
TSLA,0.000354774,6161.181818,406638,600.89,0.016009586,607.95425,609.9086,627.555325,0.002819702,-0.002278702,-0.013882561
TSLA,0.000815709,12078.54545,797184,602.96,0.054796338,602.60125,606.7485,616.276,0.04428094,0.029325495,-0.00538675
TSLA,0.000314023,8966.045455,591759,656.42,0.018006764,646.3375,632.008,615.3213,0.032763456,0.050538917,0.029315213
TSLA,-0.000609996,11247.93939,742364,683.16,-0.033901282,679.45475,670.3356,638.3701,-0.021109941,-0.002152951,0.030430114
TSLA,-0.000417739,10077,665082,699.92,-0.013444394,684.674,674.7291,662.72225,0.021208268,0.030686093,0.026313512
TSLA,-5.12E-05,7692.893939,507731,687.42,0.005906142,690.1065,694.1415,681.794,0.003583867,-0.004955618,0.008581001
TSLA,-0.000501697,9553.787879,630550,689.69,-0.027287622,688.768,690.0625,688.6193,-0.022921361,-0.019813713,-0.00159268
TSLA,-2.87E-05,8829.181818,582726,686.07,-0.00334514,676.47725,676.3083,686.883875,0.009851403,0.011017608,-0.004575773
TSLA,-3.47E-05,6870.060606,453424,677.01,-8.86E-05,679.29225,681.4421,683.018975,-0.007657602,-0.009550188,-0.006752118
TSLA,8.82E-05,8049.651515,531277,700.27,0.001328059,689.0205,680.4182,679.638525,0.016858352,0.028638417,0.009600361
TSLA,0.000413704,7688.709091,422879,732.09,0.041538609,717.66875,707.0824,688.826975,0.056557082,0.059166654,0.026768224
TSLA,-0.000398334,12325.59091,813489,754.3,-0.028662336,763.739,756.3646,713.260675,-0.032407013,-0.01189823,0.029739057
TSLA,2.25E-05,7559.227273,498909,732.95,0.007981445,730.9445,740.3779,736.6029,0.005595158,-0.011021129,0.009319099
TSLA,0.000267261,7668.666667,506132,730.53,0.012025516,731.8015,732.1549,742.838975,0.009805596,0.01102335,-0.007731386
TSLA,0.000245063,9013.878788,594916,700.25,0.02093538,715.1345,730.6781,733.47495,-0.005750317,-0.025361373,-0.011045128
TSLA,-0.000304185,10293.18182,679350,732.39,-0.018555688,724.2,716.7331,725.458875,-0.00693731,0.001347503,-0.006524663
TSLA,0.000589733,10239.69697,675820,713.16,0.043650794,710.8365,714.6817,717.978625,0.033826344,0.021385324,0.003012973
TSLA,-0.00030419,8177.575758,539720,743.04,-0.031451873,742.979,734.3611,722.262525,-0.02692169,-0.006902054,0.005995258
TSLA,-6.09E-05,7609.590909,502233,731.56,-0.002733884,724.86925,726.434,727.436375,0.003411995,0.005333175,0.005763391
TSLA,-9.73E-05,7094.567164,475336,738.46,-0.004279176,735.5055,731.647,732.491975,0.001130175,0.007286301,0.000176521
